  INFO root [2018-11-18 12:31:57,429] - 
 DEBUG root [2018-11-18 12:33:25,755] - Script::install_py_dlls(): PyInit__elementtree
 DEBUG root [2018-11-18 12:33:25,794] - Script::install_py_dlls(): PyInit_unicodedata
  INFO root [2018-11-18 12:33:25,832] - Script::install(): is successfully, Python=(3.4.2 (default, Apr 29 2018, 15:52:37) [MSC v.1913 32 bit (Intel)])!
  INFO root [2018-11-18 12:33:25,832] - Script::install(): KBExtra is successfully!
S_INFO root [2018-11-18 12:33:25,844] - onInterfaceAppReady: bootstrapGroupIndex=0, bootstrapGlobalIndex=0
  INFO root [2018-11-18 12:33:25,851] - TelnetServer server is running on port 33000
  INFO root [2018-11-18 12:33:26,128] - ---- interfaces is running ----
 DEBUG root [2018-11-18 12:33:26,129] - Components::process(): Request for the process of identity...
  INFO root [2018-11-18 12:33:33,291] - Components::process(): Found all the components!
S_INFO root [2018-11-18 12:33:50,662] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 12:34:26,445] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 13:56:36,979] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 17:36:29,869] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 17:36:42,668] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 17:50:22,774] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 18:50:00,399] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 18:58:42,402] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 19:06:47,906] - onRequestAccountLogin: registerName=2
S_INFO root [2018-11-18 19:06:59,405] - onRequestAccountLogin: registerName=2
S_INFO root [2018-11-18 19:25:48,213] - onRequestAccountLogin: registerName=111
S_INFO root [2018-11-18 19:26:51,712] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 19:40:18,218] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 19:44:26,120] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 19:49:54,221] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 19:50:06,321] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 20:00:27,326] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 20:00:52,126] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 20:01:08,126] - onRequestAccountLogin: registerName=2
S_INFO root [2018-11-18 22:19:22,282] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 22:26:51,185] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 22:41:51,991] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 22:42:11,191] - onRequestAccountLogin: registerName=q
S_INFO root [2018-11-18 22:43:20,692] - onRequestAccountLogin: registerName=Q
S_INFO root [2018-11-18 22:45:13,493] - onRequestAccountLogin: registerName=q
S_INFO root [2018-11-18 22:51:25,496] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 22:54:28,897] - onRequestAccountLogin: registerName=1
  WARN root [2018-11-18 23:14:28,265] - TCPPacketReceiver::processPendingEvents(127.0.0.1:58597): Throwing REASON_GENERAL_NETWORK - WSAECONNRESET
  INFO root [2018-11-18 23:14:31,666] - 
  INFO root [2018-11-18 23:14:31,678] - -----------------------------------------------------------------------------------------


  INFO root [2018-11-18 23:14:31,679] - Resmgr::initialize: KBE_ROOT=E:/kbengine/
  INFO root [2018-11-18 23:14:31,679] - Resmgr::initialize: KBE_RES_PATH=E:/kbengine/kbe/res/;E:/kbengine/assets/;E:/kbengine/assets/scripts/;E:/kbengine/assets/res/
  INFO root [2018-11-18 23:14:31,679] - Resmgr::initialize: KBE_BIN_PATH=E:/kbengine/kbe/bin/server/
  INFO root [2018-11-18 23:14:31,690] - NetworkInterface::initialize(INTERNAL): bound to all interfaces with default route interface on 192.168.0.107 ( 192.168.0.107:30099 )
  INFO root [2018-11-18 23:14:31,690] - NetworkInterface::initialize(INTERNAL): address 192.168.0.107:30099, SOMAXCONN=5.
  INFO root [2018-11-18 23:14:31,697] - ---- interfaces Version: 2.0.0. ScriptVersion: 0.1.0. Protocol: A3D4913C83C4082A29723B2DA267A5B0. Config: Debug X86. Built: 15:52:41 Apr 29 2018. AppID: 3000. UID: 6215. PID: 11644 ----
  INFO root [2018-11-18 23:14:31,713] - Server : Intel(R) Xeon(R) CPU E3-1230 v3 @ 3.30GHz with 4194303kB RAM
  INFO root [2018-11-18 23:14:31,713] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2018-11-18 23:14:31,713] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
 DEBUG root [2018-11-18 23:14:31,846] - Script::install_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-11-18 23:14:31,846] - Script::install_py_dlls(): PyInit__socket
 DEBUG root [2018-11-18 23:14:31,846] - Script::install_py_dlls(): PyInit__ssl
 DEBUG root [2018-11-18 23:14:31,849] - Script::install_py_dlls(): PyInit__hashlib
 DEBUG root [2018-11-18 23:14:31,850] - Script::install_py_dlls(): PyInit_select
 DEBUG root [2018-11-18 23:14:31,850] - Script::install_py_dlls(): PyInit__ctypes
 DEBUG root [2018-11-18 23:14:31,850] - Script::install_py_dlls(): PyInit__elementtree
 DEBUG root [2018-11-18 23:14:31,884] - Script::install_py_dlls(): PyInit_unicodedata
  INFO root [2018-11-18 23:14:31,922] - Script::install(): is successfully, Python=(3.4.2 (default, Apr 29 2018, 15:52:37) [MSC v.1913 32 bit (Intel)])!
  INFO root [2018-11-18 23:14:31,922] - Script::install(): KBExtra is successfully!
S_INFO root [2018-11-18 23:14:31,935] - onInterfaceAppReady: bootstrapGroupIndex=0, bootstrapGlobalIndex=0
  INFO root [2018-11-18 23:14:31,946] - TelnetServer server is running on port 33000
  INFO root [2018-11-18 23:14:32,246] - ---- interfaces is running ----
 DEBUG root [2018-11-18 23:14:32,246] - Components::process(): Request for the process of identity...
  INFO root [2018-11-18 23:14:39,435] - Components::process(): Found all the components!
S_INFO root [2018-11-18 23:34:40,944] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 23:34:59,844] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 23:36:55,745] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 23:37:17,945] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 23:41:59,546] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 23:42:12,047] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 23:42:50,947] - onRequestAccountLogin: registerName=2
S_INFO root [2018-11-18 23:43:52,747] - onRequestAccountLogin: registerName=1
S_INFO root [2018-11-18 23:46:36,649] - onRequestAccountLogin: registerName=2
S_INFO root [2018-11-18 23:46:41,548] - onRequestAccountLogin: registerName=2
S_INFO root [2018-11-18 23:46:52,652] - onRequestAccountLogin: registerName=11
S_INFO root [2018-11-18 23:48:36,649] - onRequestAccountLogin: registerName=11
S_INFO root [2018-11-18 23:48:47,649] - onRequestAccountLogin: registerName=11
S_INFO root [2018-11-18 23:52:25,551] - onRequestAccountLogin: registerName=11
S_INFO root [2018-11-18 23:52:37,451] - onRequestAccountLogin: registerName=11
